"FriendlyName","Name","Class","Status","InstanceId","HID"
"HID-compliant mouse","HID-compliant mouse","Mouse","Unknown","HID\{00001812-0000-1000-8000-00805F9B34FB}_DEV_VID&02046D_PID&B034_REV&0003_D0EEF6C87894&COL01\9&7827B5D&0&0000","HID_DEVICE"
"Microphone (HD Webcam C525)","Microphone (HD Webcam C525)","AudioEndpoint","Unknown","SWD\MMDEVAPI\{0.0.1.00000000}.{C76DC8F7-D6D3-4B81-973F-63DAED3AC772}","MMDEVAPI\AudioEndpoints"
"Microsoft Bluetooth Enumerator","Microsoft Bluetooth Enumerator","Bluetooth","OK","BTH\MS_BTHBRB\6&191B35EC&0&1","BTH\MS_BTHBRB"
"Hyper-V Virtual Switch Extension Adapter","Hyper-V Virtual Switch Extension Adapter","Net","OK","ROOT\VMS_VSMP\0000","vms_vsmp"
"WireGuard Tunnel","WireGuard Tunnel","Net","OK","ROOT\NET\0000","Wintun"
"Generic Attribute Profile","Generic Attribute Profile","Bluetooth","OK","BTHLEDEVICE\{00001801-0000-1000-8000-00805F9B34FB}_DEV_VID&02046D_PID&B034_REV&0003_D0EEF6C87894\8&1D214379&0&000A","BTHLEDevice\{00001801-0000-1000-8000-00805f9b34fb}_Dev_VID&02046d_PID&b034_REV&0003"
"Generic Attribute Profile","Generic Attribute Profile","Bluetooth","OK","BTHLEDEVICE\{00001801-0000-1000-8000-00805F9B34FB}_DEV_VID&02046D_PID&B034_REV&0003_D0EEF6C87894\8&1D214379&0&000A","BTHLEDevice\{00001801-0000-1000-8000-00805f9b34fb}_Dev_VID&02046d_PID&b034"
"Generic Attribute Profile","Generic Attribute Profile","Bluetooth","OK","BTHLEDEVICE\{00001801-0000-1000-8000-00805F9B34FB}_DEV_VID&02046D_PID&B034_REV&0003_D0EEF6C87894\8&1D214379&0&000A","BTHLEDevice\{00001801-0000-1000-8000-00805f9b34fb}_LOCALMFG&0002"
"LG HDR 4K (2- NVIDIA High Definition Audio)","LG HDR 4K (2- NVIDIA High Definition Audio)","AudioEndpoint","OK","SWD\MMDEVAPI\{0.0.0.00000000}.{A598E149-55CD-4182-9D5F-BB4EE9EB65A0}","MMDEVAPI\AudioEndpoints"
"Bluetooth LE Generic Attribute Service","Bluetooth LE Generic Attribute Service","Bluetooth","OK","BTHLEDEVICE\{0000180F-0000-1000-8000-00805F9B34FB}_DEV_VID&02046D_PID&B35B_REV&0013_EEA0065980A5\8&16721691&0&001D","BTHLEDevice\{0000180f-0000-1000-8000-00805f9b34fb}_Dev_VID&02046d_PID&b35b_REV&0013"
"Bluetooth LE Generic Attribute Service","Bluetooth LE Generic Attribute Service","Bluetooth","OK","BTHLEDEVICE\{0000180F-0000-1000-8000-00805F9B34FB}_DEV_VID&02046D_PID&B35B_REV&0013_EEA0065980A5\8&16721691&0&001D","BTHLEDevice\{0000180f-0000-1000-8000-00805f9b34fb}_Dev_VID&02046d_PID&b35b"
"Bluetooth LE Generic Attribute Service","Bluetooth LE Generic Attribute Service","Bluetooth","OK","BTHLEDEVICE\{0000180F-0000-1000-8000-00805F9B34FB}_DEV_VID&02046D_PID&B35B_REV&0013_EEA0065980A5\8&16721691&0&001D","BTHLEDevice\{0000180f-0000-1000-8000-00805f9b34fb}_LOCALMFG&0002"
"HD Webcam C525","HD Webcam C525","MEDIA","Unknown","USB\VID_046D&PID_0826&MI_00\7&39BEF298&1&0000","USB\VID_046D&PID_0826&REV_0010&MI_00"
"HD Webcam C525","HD Webcam C525","MEDIA","Unknown","USB\VID_046D&PID_0826&MI_00\7&39BEF298&1&0000","USB\VID_046D&PID_0826&MI_00"
"USB Input Device","USB Input Device","HIDClass","Unknown","USB\VID_413C&PID_4503&MI_02\7&B5C5EB6&0&0002","USB\VID_413C&PID_4503&REV_0228&MI_02"
"USB Input Device","USB Input Device","HIDClass","Unknown","USB\VID_413C&PID_4503&MI_02\7&B5C5EB6&0&0002","USB\VID_413C&PID_4503&MI_02"
"Brother HL-L8360CDW series","Brother HL-L8360CDW series","PrintQueue","OK","SWD\PRINTENUM\{F433F730-4601-4D44-BF4E-785B34B4EB30}","PRINTENUM\LocalPrintQueue"
"Speakers (EMBERTON)","Speakers (EMBERTON)","AudioEndpoint","Unknown","SWD\MMDEVAPI\{0.0.0.00000000}.{E11905B1-B969-4555-B519-932F9C62D16F}","MMDEVAPI\AudioEndpoints"
"Microsoft Windows Management Interface for ACPI","Microsoft Windows Management Interface for ACPI","System","OK","ACPI\PNP0C14\0","ACPI\VEN_PNP&DEV_0C14"
"Microsoft Windows Management Interface for ACPI","Microsoft Windows Management Interface for ACPI","System","OK","ACPI\PNP0C14\0","ACPI\PNP0C14"
"Microsoft Windows Management Interface for ACPI","Microsoft Windows Management Interface for ACPI","System","OK","ACPI\PNP0C14\0","*PNP0C14"
"LG HDR 4K (2- NVIDIA High Definition Audio)","LG HDR 4K (2- NVIDIA High Definition Audio)","AudioEndpoint","Unknown","SWD\MMDEVAPI\{0.0.0.00000000}.{9AAA9C80-83F7-4CEA-B0AA-5FFE802935D3}","MMDEVAPI\AudioEndpoints"
"USB Input Device","USB Input Device","HIDClass","Unknown","USB\VID_413C&PID_4503&MI_01\7&B5C5EB6&0&0001","USB\VID_413C&PID_4503&REV_0228&MI_01"
"USB Input Device","USB Input Device","HIDClass","Unknown","USB\VID_413C&PID_4503&MI_01\7&B5C5EB6&0&0001","USB\VID_413C&PID_4503&MI_01"
"USB Input Device","USB Input Device","HIDClass","Unknown","USB\VID_413C&PID_4503&MI_00\7&B5C5EB6&0&0000","USB\VID_413C&PID_4503&REV_0228&MI_00"
"USB Input Device","USB Input Device","HIDClass","Unknown","USB\VID_413C&PID_4503&MI_00\7&B5C5EB6&0&0000","USB\VID_413C&PID_4503&MI_00"
"Microsoft Hyper-V Virtualization Infrastructure Driver","Microsoft Hyper-V Virtualization Infrastructure Driver","System","OK","ROOT\VID\0000","ROOT\VID"
"USB Composite Device","USB Composite Device","USB","Unknown","USB\VID_046D&PID_C52B\5&129774C1&0&3","USB\VID_046D&PID_C52B&REV_2411"
"USB Composite Device","USB Composite Device","USB","Unknown","USB\VID_046D&PID_C52B\5&129774C1&0&3","USB\VID_046D&PID_C52B"
"USB Composite Device","USB Composite Device","USB","Unknown","USB\VID_046D&PID_0826\9A09EC10","USB\VID_046D&PID_0826&REV_0010"
"USB Composite Device","USB Composite Device","USB","Unknown","USB\VID_046D&PID_0826\9A09EC10","USB\VID_046D&PID_0826"
"Headset (E7 Hands-Free)","Headset (E7 Hands-Free)","AudioEndpoint","Unknown","SWD\MMDEVAPI\{0.0.0.00000000}.{AE3D3CDE-FAD1-4DF7-BCF6-8C684F878888}","MMDEVAPI\AudioEndpoints"
"USB Composite Device","USB Composite Device","USB","Unknown","USB\VID_046D&PID_C534\6&3183D08&0&2","USB\VID_046D&PID_C534&REV_2901"
"USB Composite Device","USB Composite Device","USB","Unknown","USB\VID_046D&PID_C534\6&3183D08&0&2","USB\VID_046D&PID_C534"
"Composite Bus Enumerator","Composite Bus Enumerator","System","OK","ROOT\COMPOSITEBUS\0000","ROOT\CompositeBus"
"Bluetooth Device (RFCOMM Protocol TDI)","Bluetooth Device (RFCOMM Protocol TDI)","Bluetooth","OK","BTH\MS_RFCOMM\6&191B35EC&0&0","BTH\MS_RFCOMM"
"Microsoft Virtual Drive Enumerator","Microsoft Virtual Drive Enumerator","System","OK","ROOT\VDRVROOT\0000","ROOT\vdrvroot"
"HID-compliant system controller","HID-compliant system controller","HIDClass","Unknown","HID\VID_046D&PID_C52B&MI_01&COL03\7&39DE0742&0&0002","HID\VID_046D&PID_C52B&REV_2411&MI_01&Col03"
"HID-compliant system controller","HID-compliant system controller","HIDClass","Unknown","HID\VID_046D&PID_C52B&MI_01&COL03\7&39DE0742&0&0002","HID\VID_046D&PID_C52B&MI_01&Col03"
"HID-compliant system controller","HID-compliant system controller","HIDClass","Unknown","HID\VID_046D&PID_C52B&MI_01&COL03\7&39DE0742&0&0002","HID\VID_046D&UP:0001_U:0080"
"HID-compliant system controller","HID-compliant system controller","HIDClass","Unknown","HID\VID_046D&PID_C52B&MI_01&COL03\7&39DE0742&0&0002","HID_DEVICE_SYSTEM_CONTROL"
"HID-compliant system controller","HID-compliant system controller","HIDClass","Unknown","HID\VID_046D&PID_C52B&MI_01&COL03\7&39DE0742&0&0002","HID_DEVICE_UP:0001_U:0080"
"HID-compliant system controller","HID-compliant system controller","HIDClass","Unknown","HID\VID_046D&PID_C52B&MI_01&COL03\7&39DE0742&0&0002","HID_DEVICE"
"Bluetooth Device (Personal Area Network)","Bluetooth Device (Personal Area Network)","Net","OK","BTH\MS_BTHPAN\6&191B35EC&0&2","BTH\MS_BTHPAN"
"HID Keyboard Device","HID Keyboard Device","Keyboard","OK","HID\VID_1532&PID_0084&MI_01&COL01\7&337D3F2A&1&0000","HID\VID_1532&PID_0084&REV_0200&MI_01&Col01"
"HID Keyboard Device","HID Keyboard Device","Keyboard","OK","HID\VID_1532&PID_0084&MI_01&COL01\7&337D3F2A&1&0000","HID\VID_1532&PID_0084&MI_01&Col01"
"HID Keyboard Device","HID Keyboard Device","Keyboard","OK","HID\VID_1532&PID_0084&MI_01&COL01\7&337D3F2A&1&0000","HID\VID_1532&UP:0001_U:0006"
"HID Keyboard Device","HID Keyboard Device","Keyboard","OK","HID\VID_1532&PID_0084&MI_01&COL01\7&337D3F2A&1&0000","HID_DEVICE_SYSTEM_KEYBOARD"
"HID Keyboard Device","HID Keyboard Device","Keyboard","OK","HID\VID_1532&PID_0084&MI_01&COL01\7&337D3F2A&1&0000","HID_DEVICE_UP:0001_U:0006"
"HID Keyboard Device","HID Keyboard Device","Keyboard","OK","HID\VID_1532&PID_0084&MI_01&COL01\7&337D3F2A&1&0000","HID_DEVICE"
"HID-compliant consumer control device","HID-compliant consumer control device","HIDClass","Unknown","HID\VID_046D&PID_C52B&MI_01&COL02\8&2CF18200&0&0001","HID\VID_046D&PID_C52B&REV_2411&MI_01&Col02"
"HID-compliant consumer control device","HID-compliant consumer control device","HIDClass","Unknown","HID\VID_046D&PID_C52B&MI_01&COL02\8&2CF18200&0&0001","HID\VID_046D&PID_C52B&MI_01&Col02"
"HID-compliant consumer control device","HID-compliant consumer control device","HIDClass","Unknown","HID\VID_046D&PID_C52B&MI_01&COL02\8&2CF18200&0&0001","HID\VID_046D&UP:000C_U:0001"
"HID-compliant consumer control device","HID-compliant consumer control device","HIDClass","Unknown","HID\VID_046D&PID_C52B&MI_01&COL02\8&2CF18200&0&0001","HID_DEVICE_SYSTEM_CONSUMER"
"HID-compliant consumer control device","HID-compliant consumer control device","HIDClass","Unknown","HID\VID_046D&PID_C52B&MI_01&COL02\8&2CF18200&0&0001","HID_DEVICE_UP:000C_U:0001"
"HID-compliant consumer control device","HID-compliant consumer control device","HIDClass","Unknown","HID\VID_046D&PID_C52B&MI_01&COL02\8&2CF18200&0&0001","HID_DEVICE"
"Volume","Volume","Volume","OK","STORAGE\VOLUME\{882ED161-E4D1-11EC-A496-806E6F6E6963}#0000000021400000","STORAGE\Volume"
"Microsoft Storage Spaces Controller","Microsoft Storage Spaces Controller","SCSIAdapter","OK","ROOT\SPACEPORT\0000","Root\Spaceport"
"HID-compliant device","HID-compliant device","HIDClass","OK","HID\VID_1532&PID_0084&MI_03\7&1E42AD9F&0&0000","HID\VID_1532&PID_0084&REV_0200&MI_03"
"HID-compliant device","HID-compliant device","HIDClass","OK","HID\VID_1532&PID_0084&MI_03\7&1E42AD9F&0&0000","HID\VID_1532&PID_0084&MI_03"
"HID-compliant device","HID-compliant device","HIDClass","OK","HID\VID_1532&PID_0084&MI_03\7&1E42AD9F&0&0000","HID\VID_1532&UP:0059_U:0001"
"HID-compliant device","HID-compliant device","HIDClass","OK","HID\VID_1532&PID_0084&MI_03\7&1E42AD9F&0&0000","HID_DEVICE_UP:0059_U:0001"
"HID-compliant device","HID-compliant device","HIDClass","OK","HID\VID_1532&PID_0084&MI_03\7&1E42AD9F&0&0000","HID_DEVICE"
"Microsoft Windows Management Interface for ACPI","Microsoft Windows Management Interface for ACPI","System","OK","ACPI\PNP0C14\23","ACPI\VEN_PNP&DEV_0C14"
"Microsoft Windows Management Interface for ACPI","Microsoft Windows Management Interface for ACPI","System","OK","ACPI\PNP0C14\23","ACPI\PNP0C14"
"Microsoft Windows Management Interface for ACPI","Microsoft Windows Management Interface for ACPI","System","OK","ACPI\PNP0C14\23","*PNP0C14"
"LG HDR 4K (2- NVIDIA High Definition Audio)","LG HDR 4K (2- NVIDIA High Definition Audio)","AudioEndpoint","OK","SWD\MMDEVAPI\{0.0.0.00000000}.{017D112A-A59B-4E6F-8077-FC4FAE904D25}","MMDEVAPI\AudioEndpoints"
"Volume","Volume","Volume","OK","STORAGE\VOLUME\{882ED161-E4D1-11EC-A496-806E6F6E6963}#000001FB35F00000","STORAGE\Volume"
"Generic Access Profile","Generic Access Profile","Bluetooth","OK","BTHLEDEVICE\{00001800-0000-1000-8000-00805F9B34FB}_DEV_VID&02046D_PID&B35B_REV&0013_EEA0065980A5\8&16721691&0&0001","BTHLEDevice\{00001800-0000-1000-8000-00805f9b34fb}_Dev_VID&02046d_PID&b35b_REV&0013"
"Generic Access Profile","Generic Access Profile","Bluetooth","OK","BTHLEDEVICE\{00001800-0000-1000-8000-00805F9B34FB}_DEV_VID&02046D_PID&B35B_REV&0013_EEA0065980A5\8&16721691&0&0001","BTHLEDevice\{00001800-0000-1000-8000-00805f9b34fb}_Dev_VID&02046d_PID&b35b"
"Generic Access Profile","Generic Access Profile","Bluetooth","OK","BTHLEDEVICE\{00001800-0000-1000-8000-00805F9B34FB}_DEV_VID&02046D_PID&B35B_REV&0013_EEA0065980A5\8&16721691&0&0001","BTHLEDevice\{00001800-0000-1000-8000-00805f9b34fb}_LOCALMFG&0002"
"Communications Port (COM1)","Communications Port (COM1)","Ports","OK","ACPI\PNP0501\0","ACPI\VEN_PNP&DEV_0501"
"Communications Port (COM1)","Communications Port (COM1)","Ports","OK","ACPI\PNP0501\0","ACPI\PNP0501"
"Communications Port (COM1)","Communications Port (COM1)","Ports","OK","ACPI\PNP0501\0","*PNP0501"
"HID-compliant vendor-defined device","HID-compliant vendor-defined device","HIDClass","OK","HID\{00001812-0000-1000-8000-00805F9B34FB}_DEV_VID&02046D_PID&B35B_REV&0013_EEA0065980A5&COL04\9&31D1F8C4&0&0003","HID\{00001812-0000-1000-8000-00805f9b34fb}_Dev_VID&02046d_PID&b35b_REV&0013&Col04"
"HID-compliant vendor-defined device","HID-compliant vendor-defined device","HIDClass","OK","HID\{00001812-0000-1000-8000-00805F9B34FB}_DEV_VID&02046D_PID&B35B_REV&0013_EEA0065980A5&COL04\9&31D1F8C4&0&0003","HID\{00001812-0000-1000-8000-00805f9b34fb}_Dev_VID&02046d_PID&b35b&Col04"
"HID-compliant vendor-defined device","HID-compliant vendor-defined device","HIDClass","OK","HID\{00001812-0000-1000-8000-00805F9B34FB}_DEV_VID&02046D_PID&B35B_REV&0013_EEA0065980A5&COL04\9&31D1F8C4&0&0003","HID\{00001812-0000-1000-8000-00805f9b34fb}_LOCALMFG&0002&Col04"
"HID-compliant vendor-defined device","HID-compliant vendor-defined device","HIDClass","OK","HID\{00001812-0000-1000-8000-00805F9B34FB}_DEV_VID&02046D_PID&B35B_REV&0013_EEA0065980A5&COL04\9&31D1F8C4&0&0003","HID\VID_046D&UP:FF43_U:0202"
"HID-compliant vendor-defined device","HID-compliant vendor-defined device","HIDClass","OK","HID\{00001812-0000-1000-8000-00805F9B34FB}_DEV_VID&02046D_PID&B35B_REV&0013_EEA0065980A5&COL04\9&31D1F8C4&0&0003","HID_DEVICE_UP:FF43_U:0202"
"HID-compliant vendor-defined device","HID-compliant vendor-defined device","HIDClass","OK","HID\{00001812-0000-1000-8000-00805F9B34FB}_DEV_VID&02046D_PID&B35B_REV&0013_EEA0065980A5&COL04\9&31D1F8C4&0&0003","HID_DEVICE_UPR:FF00-FFFF"
"HID-compliant vendor-defined device","HID-compliant vendor-defined device","HIDClass","OK","HID\{00001812-0000-1000-8000-00805F9B34FB}_DEV_VID&02046D_PID&B35B_REV&0013_EEA0065980A5&COL04\9&31D1F8C4&0&0003","HID_DEVICE"
"E7 Avrcp Transport","E7 Avrcp Transport","Bluetooth","OK","BTHENUM\{0000110E-0000-1000-8000-00805F9B34FB}_LOCALMFG&0002\7&B265E0C&0&FC58FA783748_C00000000","BTHENUM\{0000110e-0000-1000-8000-00805f9b34fb}_LOCALMFG&0002"
"Bluetooth LE Generic Attribute Service","Bluetooth LE Generic Attribute Service","Bluetooth","OK","BTHLEDEVICE\{00010000-0000-1000-8000-011F2000046D}_DEV_VID&02046D_PID&B35B_REV&0013_EEA0065980A5\8&16721691&0&0048","BTHLEDevice\{00010000-0000-1000-8000-011f2000046d}_Dev_VID&02046d_PID&b35b_REV&0013"
"Bluetooth LE Generic Attribute Service","Bluetooth LE Generic Attribute Service","Bluetooth","OK","BTHLEDEVICE\{00010000-0000-1000-8000-011F2000046D}_DEV_VID&02046D_PID&B35B_REV&0013_EEA0065980A5\8&16721691&0&0048","BTHLEDevice\{00010000-0000-1000-8000-011f2000046d}_Dev_VID&02046d_PID&b35b"
"Bluetooth LE Generic Attribute Service","Bluetooth LE Generic Attribute Service","Bluetooth","OK","BTHLEDEVICE\{00010000-0000-1000-8000-011F2000046D}_DEV_VID&02046D_PID&B35B_REV&0013_EEA0065980A5\8&16721691&0&0048","BTHLEDevice\{00010000-0000-1000-8000-011f2000046d}_LOCALMFG&0002"
"Microsoft Kernel Debug Network Adapter","Microsoft Kernel Debug Network Adapter","Net","OK","ROOT\KDNIC\0000","root\kdnic"
"Headphones (Alex’s AirPods)","Headphones (Alex’s AirPods)","AudioEndpoint","Unknown","SWD\MMDEVAPI\{0.0.0.00000000}.{F4E709AB-D3F2-4D00-8836-2AF38F779F14}","MMDEVAPI\AudioEndpoints"
"Bedroom chromecast","Bedroom chromecast","SoftwareDevice","Unknown","SWD\DAFUPNPPROVIDER\UUID:9D35CCB1-ABAE-310E-8BAD-DE390FB0813A","UMB\Google_Inc./Chromecast_Ultra/urn:dial-multiscreen-org:device:dial:1"
"Razer Control Device","Razer Control Device","Razer Device","OK","RZCONTROL\VID_1532&PID_0084&MI_00\8&23F8D516&0","RZCONTROL\VID_1532&PID_0084&MI_00"
"Generic Non-PnP Monitor","Generic Non-PnP Monitor","Monitor","Unknown","DISPLAY\DEFAULT_MONITOR\5&1ECD3B42&6&UID774401","MONITOR\Default_Monitor"
"Generic Non-PnP Monitor","Generic Non-PnP Monitor","Monitor","Unknown","DISPLAY\DEFAULT_MONITOR\5&1ECD3B42&6&UID774403","MONITOR\Default_Monitor"
"Generic Non-PnP Monitor","Generic Non-PnP Monitor","Monitor","Unknown","DISPLAY\DEFAULT_MONITOR\5&1ECD3B42&6&UID774405","MONITOR\Default_Monitor"
"Generic Non-PnP Monitor","Generic Non-PnP Monitor","Monitor","Unknown","DISPLAY\DEFAULT_MONITOR\5&1ECD3B42&6&UID774407","MONITOR\Default_Monitor"
"ST10000NM0086-2AA101","ST10000NM0086-2AA101","DiskDrive","OK","SCSI\DISK&VEN_ATA&PROD_ST10000NM0086-2A\4&296A7F82&0&030000","SCSI\DiskATA_____ST10000NM0086-2ASN05"
"ST10000NM0086-2AA101","ST10000NM0086-2AA101","DiskDrive","OK","SCSI\DISK&VEN_ATA&PROD_ST10000NM0086-2A\4&296A7F82&0&030000","SCSI\DiskATA_____ST10000NM0086-2A"
"ST10000NM0086-2AA101","ST10000NM0086-2AA101","DiskDrive","OK","SCSI\DISK&VEN_ATA&PROD_ST10000NM0086-2A\4&296A7F82&0&030000","SCSI\DiskATA_____"
"ST10000NM0086-2AA101","ST10000NM0086-2AA101","DiskDrive","OK","SCSI\DISK&VEN_ATA&PROD_ST10000NM0086-2A\4&296A7F82&0&030000","SCSI\ATA_____ST10000NM0086-2AS"
"ST10000NM0086-2AA101","ST10000NM0086-2AA101","DiskDrive","OK","SCSI\DISK&VEN_ATA&PROD_ST10000NM0086-2A\4&296A7F82&0&030000","ATA_____ST10000NM0086-2AS"
"ST10000NM0086-2AA101","ST10000NM0086-2AA101","DiskDrive","OK","SCSI\DISK&VEN_ATA&PROD_ST10000NM0086-2A\4&296A7F82&0&030000","GenDisk"
"EMBERTON Avrcp Transport","EMBERTON Avrcp Transport","Bluetooth","OK","BTHENUM\{0000110E-0000-1000-8000-00805F9B34FB}_LOCALMFG&0002\7&B265E0C&0&0421446BBFFB_C00000000","BTHENUM\{0000110e-0000-1000-8000-00805f9b34fb}_LOCALMFG&0002"
"Generic volume shadow copy","Generic volume shadow copy","VolumeSnapshot","OK","STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT1","STORAGE\VolumeSnapshot"
"Generic volume shadow copy","Generic volume shadow copy","VolumeSnapshot","Unknown","STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT2","STORAGE\VolumeSnapshot"
"Generic volume shadow copy","Generic volume shadow copy","VolumeSnapshot","OK","STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT3","STORAGE\VolumeSnapshot"
"Generic volume shadow copy","Generic volume shadow copy","VolumeSnapshot","OK","STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT4","STORAGE\VolumeSnapshot"
"Generic volume shadow copy","Generic volume shadow copy","VolumeSnapshot","OK","STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT5","STORAGE\VolumeSnapshot"
"Generic volume shadow copy","Generic volume shadow copy","VolumeSnapshot","OK","STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT6","STORAGE\VolumeSnapshot"
"Generic volume shadow copy","Generic volume shadow copy","VolumeSnapshot","OK","STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT7","STORAGE\VolumeSnapshot"
"Generic volume shadow copy","Generic volume shadow copy","VolumeSnapshot","Unknown","STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT8","STORAGE\VolumeSnapshot"
"Generic volume shadow copy","Generic volume shadow copy","VolumeSnapshot","Unknown","STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT9","STORAGE\VolumeSnapshot"
"Volume","Volume","Volume","OK","STORAGE\VOLUME\{882ED161-E4D1-11EC-A496-806E6F6E6963}#000001775FF00000","STORAGE\Volume"
"LG HDR 4K (2- NVIDIA High Definition Audio)","LG HDR 4K (2- NVIDIA High Definition Audio)","AudioEndpoint","OK","SWD\MMDEVAPI\{0.0.0.00000000}.{7AFC1ECD-153A-4D5A-9EE6-7DA3A9874D07}","MMDEVAPI\AudioEndpoints"
"Microsoft Print to PDF","Microsoft Print to PDF","PrintQueue","OK","SWD\PRINTENUM\{FB566511-5463-47C9-9657-6787E06BCB13}","PRINTENUM\{084f01fa-e634-4d77-83ee-074817c03581}"
"Microsoft Print to PDF","Microsoft Print to PDF","PrintQueue","OK","SWD\PRINTENUM\{FB566511-5463-47C9-9657-6787E06BCB13}","PRINTENUM\LocalPrintQueue"
"Microsoft Print to PDF","Microsoft Print to PDF","PrintQueue","OK","SWD\PRINTENUM\{FB566511-5463-47C9-9657-6787E06BCB13}","{084f01fa-e634-4d77-83ee-074817c03581}"
"Dell Universal Receiver HID-compliant vendor-defined device","Dell Universal Receiver HID-compliant vendor-defined device","HIDClass","Unknown","HID\VID_413C&PID_4503&MI_02&COL02\8&37AF421F&0&0001","HID\VID_413C&PID_4503&REV_0228&MI_02&Col02"
"Dell Universal Receiver HID-compliant vendor-defined device","Dell Universal Receiver HID-compliant vendor-defined device","HIDClass","Unknown","HID\VID_413C&PID_4503&MI_02&COL02\8&37AF421F&0&0001","HID\VID_413C&PID_4503&MI_02&Col02"
"Dell Universal Receiver HID-compliant vendor-defined device","Dell Universal Receiver HID-compliant vendor-defined device","HIDClass","Unknown","HID\VID_413C&PID_4503&MI_02&COL02\8&37AF421F&0&0001","HID\VID_413C&UP:FF01_U:0001"
"Dell Universal Receiver HID-compliant vendor-defined device","Dell Universal Receiver HID-compliant vendor-defined device","HIDClass","Unknown","HID\VID_413C&PID_4503&MI_02&COL02\8&37AF421F&0&0001","HID_DEVICE_UP:FF01_U:0001"
"Dell Universal Receiver HID-compliant vendor-defined device","Dell Universal Receiver HID-compliant vendor-defined device","HIDClass","Unknown","HID\VID_413C&PID_4503&MI_02&COL02\8&37AF421F&0&0001","HID_DEVICE_UPR:FF00-FFFF"
"Dell Universal Receiver HID-compliant vendor-defined device","Dell Universal Receiver HID-compliant vendor-defined device","HIDClass","Unknown","HID\VID_413C&PID_4503&MI_02&COL02\8&37AF421F&0&0001","HID_DEVICE"
"Volume","Volume","Volume","OK","STORAGE\VOLUME\{882ED162-E4D1-11EC-A496-806E6F6E6963}#0000000000004400","STORAGE\Volume"
"LG HDR 4K (2- NVIDIA High Definition Audio)","LG HDR 4K (2- NVIDIA High Definition Audio)","AudioEndpoint","Unknown","SWD\MMDEVAPI\{0.0.0.00000000}.{803128C0-E116-447C-8D4E-BAE337574A21}","MMDEVAPI\AudioEndpoints"
"Volume","Volume","Volume","OK","STORAGE\VOLUME\{882ED162-E4D1-11EC-A496-806E6F6E6963}#000001D7F6800000","STORAGE\Volume"
